well,sample,horizon,depth,porosity_pct,perm_mD,Sw,Pc_lab_MPa
306,011105043K02H,Юра,487.77,38.7,167.0,0.674,0.1
306,011105043K02H,Юра,487.77,38.7,167.0,0.605,0.157
306,011105043K02H,Юра,487.77,38.7,167.0,0.542,0.226
306,011105043K02H,Юра,487.77,38.7,167.0,0.492,0.307
306,011105043K02H,Юра,487.77,38.7,167.0,0.447,0.402
306,011105043K02H,Юра,487.77,38.7,167.0,0.411,0.628
306,011105043K02H,Юра,487.77,38.7,167.0,0.377,0.903
306,011105043K02H,Юра,487.77,38.7,167.0,0.376,1.23
306,011105044K01H,Юра,488.42,38.3,394.5,1.0,0.0
306,011105044K01H,Юра,488.42,38.3,394.5,0.87,0.025
306,011105044K01H,Юра,488.42,38.3,394.5,0.74,0.056
306,011105044K01H,Юра,488.42,38.3,394.5,0.624,0.1
306,011105044K01H,Юра,488.42,38.3,394.5,0.514,0.157
306,011105044K01H,Юра,488.42,38.3,394.5,0.45,0.226
306,011105044K01H,Юра,488.42,38.3,394.5,0.402,0.307
306,011105044K01H,Юра,488.42,38.3,394.5,0.378,0.402
306,011105044K01H,Юра,488.42,38.3,394.5,0.361,0.628
306,011105044K01H,Юра,488.42,38.3,394.5,0.358,0.903
306,011105044K01H,Юра,488.42,38.3,394.5,0.356,1.23
306,011105045K01H,Юра,489.34,29.7,13.8,1.0,0.0
306,011105045K01H,Юра,489.34,29.7,13.8,0.887,0.025
306,011105045K01H,Юра,489.34,29.7,13.8,0.791,0.056
306,011105045K01H,Юра,489.34,29.7,13.8,0.71,0.1
306,011105045K01H,Юра,489.34,29.7,13.8,0.637,0.157
306,011105045K01H,Юра,489.34,29.7,13.8,0.566,0.226
306,011105045K01H,Юра,489.34,29.7,13.8,0.502,0.307
306,011105045K01H,Юра,489.34,29.7,13.8,0.456,0.402
306,011105045K01H,Юра,489.34,29.7,13.8,0.423,0.628
306,011105045K01H,Юра,489.34,29.7,13.8,0.398,0.903
306,011105045K01H,Юра,489.34,29.7,13.8,0.385,1.23
306,011105046K01H,Юра,490.32,34.4,61.8,1.0,0.0
306,011105046K01H,Юра,490.32,34.4,61.8,0.904,0.025
306,011105046K01H,Юра,490.32,34.4,61.8,0.809,0.056
306,011105046K01H,Юра,490.32,34.4,61.8,0.745,0.1
306,011105046K01H,Юра,490.32,34.4,61.8,0.683,0.157
306,011105046K01H,Юра,490.32,34.4,61.8,0.625,0.226
306,011105046K01H,Юра,490.32,34.4,61.8,0.568,0.307
306,011105046K01H,Юра,490.32,34.4,61.8,0.516,0.402
306,011105046K01H,Юра,490.32,34.4,61.8,0.474,0.628
306,011105046K01H,Юра,490.32,34.4,61.8,0.434,0.903
306,011105046K01H,Юра,490.32,34.4,61.8,0.408,1.23
306,011105046K01H,Юра,491.82,37.1,78.4,1.0,0.0
306,011105046K01H,Юра,491.82,37.1,78.4,0.904,0.025
306,011105046K01H,Юра,491.82,37.1,78.4,0.809,0.056
306,011105046K01H,Юра,491.82,37.1,78.4,0.745,0.1
306,011105046K01H,Юра,491.82,37.1,78.4,0.683,0.157
306,011105046K01H,Юра,491.82,37.1,78.4,0.625,0.226
306,011105046K01H,Юра,491.82,37.1,78.4,0.568,0.307
306,011105046K01H,Юра,491.82,37.1,78.4,0.516,0.402
306,011105046K01H,Юра,491.82,37.1,78.4,0.474,0.628
306,011105046K01H,Юра,491.82,37.1,78.4,0.434,0.903
306,011105046K01H,Юра,491.82,37.1,78.4,0.408,1.23
306,011105049K02H,Юра,493.59,33.0,55.7,1.0,0.0
306,011105049K02H,Юра,493.59,33.0,55.7,0.902,0.025
306,011105049K02H,Юра,493.59,33.0,55.7,0.809,0.056
306,011105049K02H,Юра,493.59,33.0,55.7,0.732,0.1
306,011105049K02H,Юра,493.59,33.0,55.7,0.656,0.157
306,011105049K02H,Юра,493.59,33.0,55.7,0.58,0.226
306,011105049K02H,Юра,493.59,33.0,55.7,0.518,0.307
306,011105049K02H,Юра,493.59,33.0,55.7,0.467,0.402
306,011105049K02H,Юра,493.59,33.0,55.7,0.427,0.628
306,011105049K02H,Юра,493.59,33.0,55.7,0.393,0.903
306,011105049K02H,Юра,493.59,33.0,55.7,0.366,1.23
306,011105052K02H,Юра,496.37,33.0,32.4,1.0,0.0
306,011105052K02H,Юра,496.37,33.0,32.4,0.866,0.025
306,011105052K02H,Юра,496.37,33.0,32.4,0.754,0.056
306,011105052K02H,Юра,496.37,33.0,32.4,0.669,0.1
306,011105052K02H,Юра,496.37,33.0,32.4,0.611,0.157
306,011105052K02H,Юра,496.37,33.0,32.4,0.553,0.226
306,011105052K02H,Юра,496.37,33.0,32.4,0.507,0.307
306,011105052K02H,Юра,496.37,33.0,32.4,0.461,0.402
306,011105052K02H,Юра,496.37,33.0,32.4,0.43,0.628
306,011105052K02H,Юра,496.37,33.0,32.4,0.403,0.903
306,011105052K02H,Юра,496.37,33.0,32.4,0.376,1.23
306,011105052K04H,Юра,496.94,36.3,234.6,1.0,0.0
306,011105052K04H,Юра,496.94,36.3,234.6,0.871,0.025
306,011105052K04H,Юра,496.94,36.3,234.6,0.747,0.056
306,011105052K04H,Юра,496.94,36.3,234.6,0.645,0.1
306,011105052K04H,Юра,496.94,36.3,234.6,0.546,0.157
306,011105052K04H,Юра,496.94,36.3,234.6,0.464,0.226
306,011105052K04H,Юра,496.94,36.3,234.6,0.409,0.307
306,011105052K04H,Юра,496.94,36.3,234.6,0.357,0.402
306,011105052K04H,Юра,496.94,36.3,234.6,0.332,0.628
306,011105052K04H,Юра,496.94,36.3,234.6,0.324,0.903
306,011105052K04H,Юра,496.94,36.3,234.6,0.321,1.23
306,011105053K01H,Юра,497.34,37.1,217.2,1.0,0.0
306,011105053K01H,Юра,497.34,37.1,217.2,0.882,0.025
306,011105053K01H,Юра,497.34,37.1,217.2,0.777,0.056
306,011105053K01H,Юра,497.34,37.1,217.2,0.673,0.1
306,011105053K01H,Юра,497.34,37.1,217.2,0.57,0.157
306,011105053K01H,Юра,497.34,37.1,217.2,0.496,0.226
306,011105053K01H,Юра,497.34,37.1,217.2,0.441,0.307
306,011105053K01H,Юра,497.34,37.1,217.2,0.397,0.402
306,011105053K01H,Юра,497.34,37.1,217.2,0.363,0.628
306,011105053K01H,Юра,497.34,37.1,217.2,0.347,0.903
306,011105053K01H,Юра,497.34,37.1,217.2,0.341,1.23
306,011105054K01H,Юра,498.2,34.5,117.0,1.0,0.0
306,011105054K01H,Юра,498.2,34.5,117.0,0.898,0.025
306,011105054K01H,Юра,498.2,34.5,117.0,0.804,0.056
306,011105054K01H,Юра,498.2,34.5,117.0,0.713,0.1
306,011105054K01H,Юра,498.2,34.5,117.0,0.64,0.157
306,011105054K01H,Юра,498.2,34.5,117.0,0.582,0.226
306,011105054K01H,Юра,498.2,34.5,117.0,0.524,0.307
306,011105054K01H,Юра,498.2,34.5,117.0,0.477,0.402
306,011105054K01H,Юра,498.2,34.5,117.0,0.441,0.628
306,011105054K01H,Юра,498.2,34.5,117.0,0.405,0.903
306,011105054K01H,Юра,498.2,34.5,117.0,0.39,1.23
306,011105055K01H,Юра,499.2,33.3,52.6,1.0,0.0
306,011105055K01H,Юра,499.2,33.3,52.6,0.849,0.025
306,011105055K01H,Юра,499.2,33.3,52.6,0.731,0.056
306,011105055K01H,Юра,499.2,33.3,52.6,0.632,0.1
306,011105055K01H,Юра,499.2,33.3,52.6,0.544,0.157
306,011105055K01H,Юра,499.2,33.3,52.6,0.469,0.226
306,011105055K01H,Юра,499.2,33.3,52.6,0.416,0.307
306,011105055K01H,Юра,499.2,33.3,52.6,0.387,0.402
306,011105055K01H,Юра,499.2,33.3,52.6,0.362,0.628
306,011105055K01H,Юра,499.2,33.3,52.6,0.337,0.903
306,011105055K01H,Юра,499.2,33.3,52.6,0.318,1.23
306,011105055K02H,Юра,499.63,32.3,71.3,1.0,0.0
306,011105055K02H,Юра,499.63,32.3,71.3,0.911,0.025
306,011105055K02H,Юра,499.63,32.3,71.3,0.829,0.056
306,011105055K02H,Юра,499.63,32.3,71.3,0.75,0.1
306,011105055K02H,Юра,499.63,32.3,71.3,0.674,0.157
306,011105055K02H,Юра,499.63,32.3,71.3,0.601,0.226
306,011105055K02H,Юра,499.63,32.3,71.3,0.535,0.307
306,011105055K02H,Юра,499.63,32.3,71.3,0.472,0.402
306,011105055K02H,Юра,499.63,32.3,71.3,0.438,0.628
306,011105055K02H,Юра,499.63,32.3,71.3,0.406,0.903
306,011105055K02H,Юра,499.63,32.3,71.3,0.391,1.23
306,011105058K01H,Юра,502.25,35.3,176.0,1.0,0.0
306,011105058K01H,Юра,502.25,35.3,176.0,0.861,0.025
306,011105058K01H,Юра,502.25,35.3,176.0,0.722,0.056
306,011105058K01H,Юра,502.25,35.3,176.0,0.623,0.1
306,011105058K01H,Юра,502.25,35.3,176.0,0.532,0.157
306,011105058K01H,Юра,502.25,35.3,176.0,0.467,0.226
306,011105058K01H,Юра,502.25,35.3,176.0,0.412,0.307
306,011105058K01H,Юра,502.25,35.3,176.0,0.377,0.402
306,011105058K01H,Юра,502.25,35.3,176.0,0.359,0.628
306,011105058K01H,Юра,502.25,35.3,176.0,0.348,0.903
306,011105058K01H,Юра,502.25,35.3,176.0,0.343,1.23
306,011105059K01H,Юра,503.35,34.7,421.1,1.0,0.0
306,011105059K01H,Юра,503.35,34.7,421.1,0.874,0.025
306,011105059K01H,Юра,503.35,34.7,421.1,0.763,0.056
306,011105059K01H,Юра,503.35,34.7,421.1,0.667,0.1
306,011105059K01H,Юра,503.35,34.7,421.1,0.598,0.157
306,011105059K01H,Юра,503.35,34.7,421.1,0.531,0.226
306,011105059K01H,Юра,503.35,34.7,421.1,0.477,0.307
306,011105059K01H,Юра,503.35,34.7,421.1,0.429,0.402
306,011105059K01H,Юра,503.35,34.7,421.1,0.385,0.628
306,011105059K01H,Юра,503.35,34.7,421.1,0.365,0.903
306,011105059K01H,Юра,503.35,34.7,421.1,0.357,1.23
306,011105060K01H,Юра,504.21,36.0,576.1,1.0,0.0
306,011105060K01H,Юра,504.21,36.0,576.1,0.904,0.025
306,011105060K01H,Юра,504.21,36.0,576.1,0.808,0.056
306,011105060K01H,Юра,504.21,36.0,576.1,0.715,0.1
306,011105060K01H,Юра,504.21,36.0,576.1,0.634,0.157
306,011105060K01H,Юра,504.21,36.0,576.1,0.562,0.226
306,011105060K01H,Юра,504.21,36.0,576.1,0.494,0.307
306,011105060K01H,Юра,504.21,36.0,576.1,0.451,0.402
306,011105060K01H,Юра,504.21,36.0,576.1,0.414,0.628
306,011105060K01H,Юра,504.21,36.0,576.1,0.379,0.903
306,011105060K01H,Юра,504.21,36.0,576.1,0.346,1.23
306,011105061K01H,Юра,505.13,35.7,330.7,1.0,0.0
306,011105061K01H,Юра,505.13,35.7,330.7,0.899,0.025
306,011105061K01H,Юра,505.13,35.7,330.7,0.802,0.056
306,011105061K01H,Юра,505.13,35.7,330.7,0.71,0.1
306,011105061K01H,Юра,505.13,35.7,330.7,0.619,0.157
306,011105061K01H,Юра,505.13,35.7,330.7,0.545,0.226
306,011105061K01H,Юра,505.13,35.7,330.7,0.479,0.307
306,011105061K01H,Юра,505.13,35.7,330.7,0.43,0.402
306,011105061K01H,Юра,505.13,35.7,330.7,0.386,0.628
306,011105061K01H,Юра,505.13,35.7,330.7,0.363,0.903
306,011105061K01H,Юра,505.13,35.7,330.7,0.353,1.23
306,011105063K01H,Юра,507.3,36.7,735.6,1.0,0.0
306,011105063K01H,Юра,507.3,36.7,735.6,0.87,0.025
306,011105063K01H,Юра,507.3,36.7,735.6,0.751,0.056
306,011105063K01H,Юра,507.3,36.7,735.6,0.645,0.1
306,011105063K01H,Юра,507.3,36.7,735.6,0.54,0.157
306,011105063K01H,Юра,507.3,36.7,735.6,0.479,0.226
306,011105063K01H,Юра,507.3,36.7,735.6,0.434,0.307
306,011105063K01H,Юра,507.3,36.7,735.6,0.394,0.402
306,011105063K01H,Юра,507.3,36.7,735.6,0.359,0.628
306,011105063K01H,Юра,507.3,36.7,735.6,0.343,0.903
306,011105063K01H,Юра,507.3,36.7,735.6,0.328,1.23
306,011105064K02H,Юра,508.68,35.0,577.6,1.0,0.0
306,011105064K02H,Юра,508.68,35.0,577.6,0.867,0.025
306,011105064K02H,Юра,508.68,35.0,577.6,0.736,0.056
306,011105064K02H,Юра,508.68,35.0,577.6,0.608,0.1
306,011105064K02H,Юра,508.68,35.0,577.6,0.487,0.157
306,011105064K02H,Юра,508.68,35.0,577.6,0.395,0.226
306,011105064K02H,Юра,508.68,35.0,577.6,0.327,0.307
306,011105064K02H,Юра,508.68,35.0,577.6,0.284,0.402
306,011105064K02H,Юра,508.68,35.0,577.6,0.263,0.628
306,011105064K02H,Юра,508.68,35.0,577.6,0.248,0.903
306,011105064K02H,Юра,508.68,35.0,577.6,0.247,1.23
306,011105065K02H,Юра,509.76,25.7,443.3,1.0,0.0
306,011105065K02H,Юра,509.76,25.7,443.3,0.889,0.025
306,011105065K02H,Юра,509.76,25.7,443.3,0.79,0.056
306,011105065K02H,Юра,509.76,25.7,443.3,0.696,0.1
306,011105065K02H,Юра,509.76,25.7,443.3,0.606,0.157
306,011105065K02H,Юра,509.76,25.7,443.3,0.528,0.226
306,011105065K02H,Юра,509.76,25.7,443.3,0.469,0.307
306,011105065K02H,Юра,509.76,25.7,443.3,0.416,0.402
306,011105065K02H,Юра,509.76,25.7,443.3,0.373,0.628
306,011105065K02H,Юра,509.76,25.7,443.3,0.331,0.903
306,011105065K02H,Юра,509.76,25.7,443.3,0.292,1.23
306,011105066K02H,Юра,510.71,33.5,159.8,1.0,0.0
306,011105066K02H,Юра,510.71,33.5,159.8,0.879,0.025
306,011105066K02H,Юра,510.71,33.5,159.8,0.775,0.056
306,011105066K02H,Юра,510.71,33.5,159.8,0.704,0.1
306,011105066K02H,Юра,510.71,33.5,159.8,0.635,0.157
306,011105066K02H,Юра,510.71,33.5,159.8,0.575,0.226
306,011105066K02H,Юра,510.71,33.5,159.8,0.521,0.307
306,011105066K02H,Юра,510.71,33.5,159.8,0.474,0.402
306,011105066K02H,Юра,510.71,33.5,159.8,0.434,0.628
306,011105066K02H,Юра,510.71,33.5,159.8,0.405,0.903
306,011105066K02H,Юра,510.71,33.5,159.8,0.382,1.23
306,011105067K02H,Юра,511.59,35.4,1360.0,1.0,0.0
306,011105067K02H,Юра,511.59,35.4,1360.0,0.869,0.025
306,011105067K02H,Юра,511.59,35.4,1360.0,0.758,0.056
306,011105067K02H,Юра,511.59,35.4,1360.0,0.652,0.1
306,011105067K02H,Юра,511.59,35.4,1360.0,0.555,0.157
306,011105067K02H,Юра,511.59,35.4,1360.0,0.477,0.226
306,011105067K02H,Юра,511.59,35.4,1360.0,0.407,0.307
306,011105067K02H,Юра,511.59,35.4,1360.0,0.378,0.402
306,011105067K02H,Юра,511.59,35.4,1360.0,0.355,0.628
306,011105067K02H,Юра,511.59,35.4,1360.0,0.348,0.903
306,011105067K02H,Юра,511.59,35.4,1360.0,0.348,1.23
306,011105068K01H,Юра,512.23,35.2,450.9,1.0,0.0
306,011105068K01H,Юра,512.23,35.2,450.9,0.88,0.025
306,011105068K01H,Юра,512.23,35.2,450.9,0.772,0.056
306,011105068K01H,Юра,512.23,35.2,450.9,0.663,0.1
306,011105068K01H,Юра,512.23,35.2,450.9,0.56,0.157
306,011105068K01H,Юра,512.23,35.2,450.9,0.465,0.226
306,011105068K01H,Юра,512.23,35.2,450.9,0.394,0.307
306,011105068K01H,Юра,512.23,35.2,450.9,0.338,0.402
306,011105068K01H,Юра,512.23,35.2,450.9,0.289,0.628
306,011105068K01H,Юра,512.23,35.2,450.9,0.281,0.903
306,011105068K01H,Юра,512.23,35.2,450.9,0.276,1.23
306,011105069K01H,Юра,513.15,34.7,702.8,1.0,0.0
306,011105069K01H,Юра,513.15,34.7,702.8,0.881,0.025
306,011105069K01H,Юра,513.15,34.7,702.8,0.766,0.056
306,011105069K01H,Юра,513.15,34.7,702.8,0.68,0.1
306,011105069K01H,Юра,513.15,34.7,702.8,0.603,0.157
306,011105069K01H,Юра,513.15,34.7,702.8,0.526,0.226
306,011105069K01H,Юра,513.15,34.7,702.8,0.473,0.307
306,011105069K01H,Юра,513.15,34.7,702.8,0.427,0.402
306,011105069K01H,Юра,513.15,34.7,702.8,0.382,0.628
306,011105069K01H,Юра,513.15,34.7,702.8,0.357,0.903
306,011105069K01H,Юра,513.15,34.7,702.8,0.349,1.23
306,011105070K02H,Юра,514.81,33.3,592.4,1.0,0.0
306,011105070K02H,Юра,514.81,33.3,592.4,0.881,0.025
306,011105070K02H,Юра,514.81,33.3,592.4,0.767,0.056
306,011105070K02H,Юра,514.81,33.3,592.4,0.673,0.1
306,011105070K02H,Юра,514.81,33.3,592.4,0.581,0.157
306,011105070K02H,Юра,514.81,33.3,592.4,0.492,0.226
306,011105070K02H,Юра,514.81,33.3,592.4,0.414,0.307
306,011105070K02H,Юра,514.81,33.3,592.4,0.364,0.402
306,011105070K02H,Юра,514.81,33.3,592.4,0.325,0.628
306,011105070K02H,Юра,514.81,33.3,592.4,0.297,0.903
306,011105070K02H,Юра,514.81,33.3,592.4,0.275,1.23
306,011105086K01H,Юра,729.22,23.8,25.4,1.0,0.0
306,011105086K01H,Юра,729.22,23.8,25.4,0.889,0.025
306,011105086K01H,Юра,729.22,23.8,25.4,0.787,0.056
306,011105086K01H,Юра,729.22,23.8,25.4,0.693,0.1
306,011105086K01H,Юра,729.22,23.8,25.4,0.604,0.157
306,011105086K01H,Юра,729.22,23.8,25.4,0.516,0.226
306,011105086K01H,Юра,729.22,23.8,25.4,0.47,0.307
306,011105086K01H,Юра,729.22,23.8,25.4,0.432,0.402
306,011105086K01H,Юра,729.22,23.8,25.4,0.394,0.628
306,011105086K01H,Юра,729.22,23.8,25.4,0.367,0.903
306,011105086K01H,Юра,729.22,23.8,25.4,0.358,1.23
306,011105086K02H,Юра,729.89,15.1,2.21,1.0,0.0
306,011105086K02H,Юра,729.89,15.1,2.21,0.903,0.025
306,011105086K02H,Юра,729.89,15.1,2.21,0.806,0.056
306,011105086K02H,Юра,729.89,15.1,2.21,0.731,0.1
306,011105086K02H,Юра,729.89,15.1,2.21,0.663,0.157
306,011105086K02H,Юра,729.89,15.1,2.21,0.611,0.226
306,011105086K02H,Юра,729.89,15.1,2.21,0.562,0.307
306,011105086K02H,Юра,729.89,15.1,2.21,0.532,0.402
306,011105086K02H,Юра,729.89,15.1,2.21,0.503,0.628
306,011105086K02H,Юра,729.89,15.1,2.21,0.474,0.903
306,011105086K02H,Юра,729.89,15.1,2.21,0.459,1.23
306,011105087K02H,Юра,730.4,19.7,5.84,1.0,0.0
306,011105087K02H,Юра,730.4,19.7,5.84,0.892,0.025
306,011105087K02H,Юра,730.4,19.7,5.84,0.789,0.056
306,011105087K02H,Юра,730.4,19.7,5.84,0.692,0.1
306,011105087K02H,Юра,730.4,19.7,5.84,0.628,0.157
306,011105087K02H,Юра,730.4,19.7,5.84,0.582,0.226
306,011105087K02H,Юра,730.4,19.7,5.84,0.544,0.307
306,011105087K02H,Юра,730.4,19.7,5.84,0.515,0.402
306,011105087K02H,Юра,730.4,19.7,5.84,0.488,0.628
306,011105087K02H,Юра,730.4,19.7,5.84,0.472,0.903
306,011105087K02H,Юра,730.4,19.7,5.84,0.462,1.23
